Year,Month,Day,Temperature,Date,Radiator_Temperature,Heatloss_kWh_day,COP,Pump_Electricity_kWh_day
2015.0,8.0,4.0,17.6,2015-01-04,24.1,45.33,21.08,2.15
2015.0,8.0,5.0,16.8,2015-01-05,24.8,56.0,20.13,2.78
2015.0,8.0,6.0,18.9,2015-01-06,22.9,28.0,22.95,1.22
2015.0,8.0,7.0,20.4,2015-01-07,21.5,8.0,25.62,0.31
2015.0,8.0,8.0,19.4,2015-01-08,22.4,21.33,23.83,0.9
2015.0,8.0,9.0,18.0,2015-01-09,23.7,40.0,21.67,1.85
2015.0,8.0,10.0,18.6,2015-01-10,23.2,32.0,22.45,1.43
2015.0,8.0,11.0,17.7,2015-01-11,24.0,44.0,21.22,2.07
2015.0,8.0,12.0,18.4,2015-01-12,23.3,34.67,22.29,1.56
2015.0,8.0,13.0,15.7,2015-01-13,25.8,70.67,18.92,3.74
2015.0,8.0,14.0,18.0,2015-01-14,23.7,40.0,21.67,1.85
2015.0,8.0,15.0,17.3,2015-01-15,24.3,49.33,20.8,2.37
2015.0,8.0,16.0,17.5,2015-01-16,24.2,46.67,20.94,2.23
2015.0,8.0,17.0,16.4,2015-01-17,25.2,61.33,19.63,3.12
2015.0,8.0,18.0,16.6,2015-01-18,25.0,58.67,19.88,2.95
2015.0,8.0,19.0,16.6,2015-01-19,25.0,58.67,19.88,2.95
2015.0,8.0,20.0,16.5,2015-01-20,25.1,60.0,19.75,3.04
2015.0,8.0,21.0,16.8,2015-01-21,24.8,56.0,20.13,2.78
2015.0,8.0,22.0,16.9,2015-01-22,24.7,54.67,20.26,2.7
2015.0,8.0,23.0,17.0,2015-01-23,24.6,53.33,20.39,2.62
2015.0,8.0,24.0,18.4,2015-01-24,23.3,34.67,22.29,1.56
2015.0,8.0,25.0,21.3,2015-01-25,0.0,0.0,0.0,0.0
2015.0,8.0,26.0,17.5,2015-01-26,24.2,46.67,20.94,2.23
2015.0,8.0,27.0,18.6,2015-01-27,23.2,32.0,22.45,1.43
2015.0,8.0,28.0,16.8,2015-01-28,24.8,56.0,20.13,2.78
2015.0,8.0,29.0,16.9,2015-01-29,24.7,54.67,20.26,2.7
2015.0,8.0,30.0,16.0,2015-01-30,25.5,66.67,19.27,3.46
2015.0,8.0,31.0,15.7,2015-01-31,25.8,70.67,18.92,3.74
2015.0,9.0,1.0,15.2,2015-01-01,26.2,77.33,18.48,4.18
2015.0,9.0,2.0,13.3,2015-01-02,28.0,102.67,16.73,6.14
2015.0,9.0,3.0,14.7,2015-01-03,26.7,84.0,17.96,4.68
2015.0,9.0,4.0,13.1,2015-01-04,28.1,105.33,16.64,6.33
2015.0,9.0,5.0,14.2,2015-01-05,27.1,90.67,17.56,5.16
2015.0,9.0,6.0,12.3,2015-01-06,28.9,116.0,15.98,7.26
2015.0,9.0,7.0,11.6,2015-01-07,29.5,125.33,15.52,8.08
2015.0,9.0,8.0,10.9,2015-01-08,30.1,134.67,15.09,8.92
2015.0,9.0,9.0,10.3,2015-01-09,30.7,142.67,14.68,9.72
2015.0,9.0,10.0,12.8,2015-01-10,28.4,109.33,16.39,6.67
2015.0,9.0,11.0,12.9,2015-01-11,28.3,108.0,16.47,6.56
2015.0,9.0,12.0,14.4,2015-01-12,27.0,88.0,17.66,4.98
2015.0,9.0,13.0,14.2,2015-01-13,27.1,90.67,17.56,5.16
2015.0,9.0,14.0,15.3,2015-01-14,26.1,76.0,18.59,4.09
2015.0,9.0,15.0,14.4,2015-01-15,27.0,88.0,17.66,4.98
2015.0,9.0,16.0,14.7,2015-01-16,26.7,84.0,17.96,4.68
2015.0,9.0,17.0,16.0,2015-01-17,25.5,66.67,19.27,3.46
2015.0,9.0,18.0,14.6,2015-01-18,26.8,85.33,17.85,4.78
2015.0,9.0,19.0,13.2,2015-01-19,28.0,104.0,16.73,6.22
2015.0,9.0,20.0,10.9,2015-01-20,30.1,134.67,15.09,8.92
2015.0,9.0,21.0,10.5,2015-01-21,30.5,140.0,14.81,9.45
2015.0,9.0,22.0,11.8,2015-01-22,29.3,122.67,15.67,7.83
2015.0,9.0,23.0,12.9,2015-01-23,28.3,108.0,16.47,6.56
2015.0,9.0,24.0,13.2,2015-01-24,28.0,104.0,16.73,6.22
2015.0,9.0,25.0,12.7,2015-01-25,28.5,110.67,16.31,6.79
2015.0,9.0,26.0,9.9,2015-01-26,31.0,148.0,14.48,10.22
2015.0,9.0,27.0,9.7,2015-01-27,31.2,150.67,14.36,10.49
2015.0,9.0,28.0,10.0,2015-01-28,30.9,146.67,14.55,10.08
2015.0,9.0,29.0,9.6,2015-01-29,31.3,152.0,14.29,10.64
2015.0,9.0,30.0,11.9,2015-01-30,29.2,121.33,15.75,7.7
2015.0,10.0,1.0,12.4,2015-01-01,28.8,114.67,16.06,7.14
2015.0,10.0,2.0,13.6,2015-01-02,27.7,98.67,17.0,5.8
2015.0,10.0,3.0,9.8,2015-01-03,31.1,149.33,14.42,10.36
2015.0,10.0,4.0,10.2,2015-01-04,30.8,144.0,14.61,9.86
2015.0,10.0,5.0,7.2,2015-01-05,33.5,184.0,13.05,14.1
2015.0,10.0,6.0,3.8,2015-01-06,36.5,229.33,11.68,19.63
2015.0,10.0,7.0,3.2,2015-01-07,37.1,237.33,11.45,20.73
2015.0,10.0,8.0,4.5,2015-01-08,35.9,220.0,11.93,18.44
2015.0,10.0,9.0,1.9,2015-01-09,38.2,254.67,11.04,23.07
2015.0,10.0,10.0,2.4,2015-01-10,37.8,248.0,11.19,22.16
2015.0,10.0,11.0,4.1,2015-01-11,36.3,225.33,11.77,19.14
2015.0,10.0,12.0,4.3,2015-01-12,36.1,222.67,11.85,18.79
2015.0,10.0,13.0,6.8,2015-01-13,33.8,189.33,12.9,14.68
2015.0,10.0,14.0,3.9,2015-01-14,36.4,228.0,11.73,19.44
2015.0,10.0,15.0,4.0,2015-01-15,36.4,226.67,11.73,19.32
2015.0,10.0,16.0,2.8,2015-01-16,37.4,242.67,11.33,21.42
2015.0,10.0,17.0,2.5,2015-01-17,37.7,246.67,11.22,21.98
2015.0,10.0,18.0,4.6,2015-01-18,35.8,218.67,11.97,18.27
2015.0,10.0,19.0,5.0,2015-01-19,35.4,213.33,12.15,17.56
2015.0,10.0,20.0,7.6,2015-01-20,33.1,178.67,13.26,13.47
2015.0,10.0,21.0,8.4,2015-01-21,32.4,168.0,13.64,12.32
2015.0,10.0,22.0,10.9,2015-01-22,30.1,134.67,15.09,8.92
2015.0,10.0,23.0,10.0,2015-01-23,30.9,146.67,14.55,10.08
2015.0,10.0,24.0,8.1,2015-01-24,32.6,172.0,13.53,12.71
2015.0,10.0,25.0,9.1,2015-01-25,31.7,158.67,14.05,11.29
2015.0,10.0,26.0,5.4,2015-01-26,35.1,208.0,12.28,16.94
2015.0,10.0,27.0,5.3,2015-01-27,35.2,209.33,12.24,17.1
2015.0,10.0,28.0,0.8,2015-01-28,39.2,269.33,10.7,25.17
2015.0,10.0,29.0,2.5,2015-01-29,37.7,246.67,11.22,21.98
2015.0,10.0,30.0,5.4,2015-01-30,35.1,208.0,12.28,16.94
2015.0,10.0,31.0,8.2,2015-01-31,32.6,170.67,13.53,12.61
2015.0,11.0,1.0,9.0,2015-01-01,31.8,160.0,13.99,11.44
2015.0,11.0,2.0,9.8,2015-01-02,31.1,149.33,14.42,10.36
2015.0,11.0,3.0,7.6,2015-01-03,33.1,178.67,13.26,13.47
2015.0,11.0,4.0,7.2,2015-01-04,33.5,184.0,13.05,14.1
2015.0,11.0,5.0,4.4,2015-01-05,36.0,221.33,11.89,18.61
2015.0,11.0,6.0,8.8,2015-01-06,32.0,162.67,13.87,11.73
2015.0,11.0,7.0,9.4,2015-01-07,31.5,154.67,14.17,10.92
2015.0,11.0,8.0,6.8,2015-01-08,33.8,189.33,12.9,14.68
2015.0,11.0,9.0,7.1,2015-01-09,33.6,185.33,13.0,14.26
2015.0,11.0,10.0,5.4,2015-01-10,35.1,208.0,12.28,16.94
2015.0,11.0,11.0,4.0,2015-01-11,36.4,226.67,11.73,19.32
2015.0,11.0,12.0,4.3,2015-01-12,36.1,222.67,11.85,18.79
2015.0,11.0,13.0,5.2,2015-01-13,35.3,210.67,12.19,17.28
2015.0,11.0,14.0,4.2,2015-01-14,36.2,224.0,11.81,18.97
2015.0,11.0,15.0,2.8,2015-01-15,37.4,242.67,11.33,21.42
2015.0,11.0,16.0,3.6,2015-01-16,36.7,232.0,11.6,20.0
2015.0,11.0,17.0,5.3,2015-01-17,35.2,209.33,12.24,17.1
2015.0,11.0,18.0,4.8,2015-01-18,35.6,216.0,12.06,17.91
2015.0,11.0,19.0,1.9,2015-01-19,38.2,254.67,11.04,23.07
2015.0,11.0,20.0,-1.6,2015-01-20,41.1,301.33,10.1,29.83
2015.0,11.0,21.0,-3.6,2015-01-21,42.6,328.0,9.69,33.85
2015.0,11.0,22.0,-4.8,2015-01-22,43.5,344.0,9.45,36.4
2015.0,11.0,23.0,-5.6,2015-01-23,44.1,354.67,9.3,38.14
2015.0,11.0,24.0,1.6,2015-01-24,38.5,258.67,10.94,23.64
2015.0,11.0,25.0,2.7,2015-01-25,37.5,244.0,11.3,21.59
2015.0,11.0,26.0,2.0,2015-01-26,38.2,253.33,11.04,22.95
2015.0,11.0,27.0,7.8,2015-01-27,32.9,176.0,13.36,13.17
2015.0,11.0,28.0,5.5,2015-01-28,35.0,206.67,12.33,16.76
2015.0,11.0,29.0,2.9,2015-01-29,37.3,241.33,11.37,21.23
2015.0,11.0,30.0,0.4,2015-01-30,39.6,274.67,10.57,25.99
2015.0,12.0,1.0,0.0,2015-01-01,40.0,280.0,10.44,26.82
2015.0,12.0,2.0,0.0,2015-01-02,40.0,280.0,10.44,26.82
2015.0,12.0,3.0,4.2,2015-01-03,36.2,224.0,11.81,18.97
2015.0,12.0,4.0,4.5,2015-01-04,35.9,220.0,11.93,18.44
2015.0,12.0,5.0,7.5,2015-01-05,33.2,180.0,13.2,13.64
2015.0,12.0,6.0,8.9,2015-01-06,31.9,161.33,13.93,11.58
2015.0,12.0,7.0,4.7,2015-01-07,35.7,217.33,12.02,18.08
2015.0,12.0,8.0,1.8,2015-01-08,38.3,256.0,11.01,23.25
2015.0,12.0,9.0,6.9,2015-01-09,33.7,188.0,12.95,14.52
2015.0,12.0,10.0,7.8,2015-01-10,32.9,176.0,13.36,13.17
2015.0,12.0,11.0,3.8,2015-01-11,36.5,229.33,11.68,19.63
2015.0,12.0,12.0,-0.4,2015-01-12,40.3,285.33,10.34,27.59
2015.0,12.0,13.0,-2.5,2015-01-13,41.8,313.33,9.9,31.65
2015.0,12.0,14.0,-6.1,2015-01-14,44.4,361.33,9.23,39.15
2015.0,12.0,15.0,-3.7,2015-01-15,42.7,329.33,9.66,34.09
2015.0,12.0,16.0,-2.8,2015-01-16,42.0,317.33,9.85,32.22
2015.0,12.0,17.0,1.0,2015-01-17,39.1,266.67,10.73,24.85
2015.0,12.0,18.0,6.8,2015-01-18,33.8,189.33,12.9,14.68
2015.0,12.0,19.0,7.4,2015-01-19,33.3,181.33,13.15,13.79
2015.0,12.0,20.0,11.4,2015-01-20,29.7,128.0,15.37,8.33
2015.0,12.0,21.0,8.4,2015-01-21,32.4,168.0,13.64,12.32
2015.0,12.0,22.0,5.3,2015-01-22,35.2,209.33,12.24,17.1
2015.0,12.0,23.0,6.8,2015-01-23,33.8,189.33,12.9,14.68
2015.0,12.0,24.0,5.7,2015-01-24,34.8,204.0,12.42,16.43
2015.0,12.0,25.0,6.2,2015-01-25,34.4,197.33,12.6,15.66
2015.0,12.0,26.0,-0.4,2015-01-26,40.3,285.33,10.34,27.59
2015.0,12.0,27.0,-4.5,2015-01-27,43.3,340.0,9.5,35.79
2015.0,12.0,28.0,-5.6,2015-01-28,44.1,354.67,9.3,38.14
2015.0,12.0,29.0,-6.9,2015-01-29,45.0,372.0,9.09,40.92
2015.0,12.0,30.0,0.6,2015-01-30,39.4,272.0,10.63,25.59
2015.0,12.0,31.0,0.4,2015-01-31,39.6,274.67,10.57,25.99
2016.0,1.0,1.0,1.2,2016-01-01,38.9,264.0,10.8,24.44
2016.0,1.0,2.0,-3.3,2016-01-02,42.4,324.0,9.74,33.26
2016.0,1.0,3.0,-5.4,2016-01-03,43.9,352.0,9.35,37.65
2016.0,1.0,4.0,-7.5,2016-01-04,45.5,380.0,8.98,42.32
2016.0,1.0,5.0,-8.3,2016-01-05,46.1,390.67,8.84,44.19
2016.0,1.0,6.0,-13.9,2016-01-06,50.2,465.33,8.04,57.88
2016.0,1.0,7.0,-15.6,2016-01-07,51.4,488.0,7.84,62.24
2016.0,1.0,8.0,-8.2,2016-01-08,46.0,389.33,8.87,43.89
2016.0,1.0,9.0,-11.4,2016-01-09,48.3,432.0,8.39,51.49
2016.0,1.0,10.0,-4.2,2016-01-10,43.0,336.0,9.58,35.07
2016.0,1.0,11.0,0.5,2016-01-11,39.5,273.33,10.6,25.79
2016.0,1.0,12.0,-3.4,2016-01-12,42.5,325.33,9.71,33.5
2016.0,1.0,13.0,-7.0,2016-01-13,45.1,373.33,9.07,41.16
2016.0,1.0,14.0,-14.5,2016-01-14,50.6,473.33,7.97,59.39
2016.0,1.0,15.0,-16.9,2016-01-15,52.4,505.33,7.68,65.8
2016.0,1.0,16.0,-15.2,2016-01-16,51.1,482.67,7.89,61.17
2016.0,1.0,17.0,-10.1,2016-01-17,47.4,414.67,8.57,48.39
2016.0,1.0,18.0,-8.6,2016-01-18,46.3,394.67,8.8,44.85
2016.0,1.0,19.0,-9.2,2016-01-19,46.7,402.67,8.72,46.18
2016.0,1.0,20.0,-10.4,2016-01-20,47.6,418.67,8.53,49.08
2016.0,1.0,21.0,-8.4,2016-01-21,46.1,392.0,8.84,44.34
2016.0,1.0,22.0,-9.9,2016-01-22,47.2,412.0,8.61,47.85
2016.0,1.0,23.0,-3.3,2016-01-23,42.4,324.0,9.74,33.26
2016.0,1.0,24.0,-1.1,2016-01-24,40.8,294.67,10.19,28.92
2016.0,1.0,25.0,-0.6,2016-01-25,40.4,288.0,10.31,27.93
2016.0,1.0,26.0,3.6,2016-01-26,36.7,232.0,11.6,20.0
2016.0,1.0,27.0,4.7,2016-01-27,35.7,217.33,12.02,18.08
2016.0,1.0,28.0,2.7,2016-01-28,37.5,244.0,11.3,21.59
2016.0,1.0,29.0,4.5,2016-01-29,35.9,220.0,11.93,18.44
2016.0,1.0,30.0,4.2,2016-01-30,36.2,224.0,11.81,18.97
2016.0,1.0,31.0,0.9,2016-01-31,39.2,268.0,10.7,25.05
2016.0,2.0,1.0,-2.0,2016-01-01,41.4,306.67,10.02,30.61
2016.0,2.0,2.0,3.7,2016-01-02,36.6,230.67,11.64,19.82
2016.0,2.0,3.0,-0.7,2016-01-03,40.5,289.33,10.28,28.14
2016.0,2.0,4.0,-1.4,2016-01-04,41.0,298.67,10.13,29.48
2016.0,2.0,5.0,-0.9,2016-01-05,40.6,292.0,10.25,28.49
2016.0,2.0,6.0,2.2,2016-01-06,38.0,250.67,11.11,22.56
2016.0,2.0,7.0,5.1,2016-01-07,35.4,212.0,12.15,17.45
2016.0,2.0,8.0,4.2,2016-01-08,36.2,224.0,11.81,18.97
2016.0,2.0,9.0,3.7,2016-01-09,36.6,230.67,11.64,19.82
2016.0,2.0,10.0,2.4,2016-01-10,37.8,248.0,11.19,22.16
2016.0,2.0,11.0,0.4,2016-01-11,39.6,274.67,10.57,25.99
2016.0,2.0,12.0,-1.6,2016-01-12,41.1,301.33,10.1,29.83
2016.0,2.0,13.0,-1.9,2016-01-13,41.4,305.33,10.02,30.47
2016.0,2.0,14.0,-2.9,2016-01-14,42.1,318.67,9.82,32.45
2016.0,2.0,15.0,-6.9,2016-01-15,45.0,372.0,9.09,40.92
2016.0,2.0,16.0,-5.4,2016-01-16,43.9,352.0,9.35,37.65
2016.0,2.0,17.0,-2.1,2016-01-17,41.5,308.0,9.99,30.83
2016.0,2.0,18.0,-0.9,2016-01-18,40.6,292.0,10.25,28.49
2016.0,2.0,19.0,0.1,2016-01-19,39.9,278.67,10.47,26.62
2016.0,2.0,20.0,0.0,2016-01-20,40.0,280.0,10.44,26.82
2016.0,2.0,21.0,1.5,2016-01-21,38.6,260.0,10.9,23.85
2016.0,2.0,22.0,0.7,2016-01-22,39.3,270.67,10.66,25.39
2016.0,2.0,23.0,-0.5,2016-01-23,40.3,286.67,10.34,27.72
2016.0,2.0,24.0,-1.4,2016-01-24,41.0,298.67,10.13,29.48
2016.0,2.0,25.0,-1.1,2016-01-25,40.8,294.67,10.19,28.92
2016.0,2.0,26.0,-2.4,2016-01-26,41.7,312.0,9.93,31.42
2016.0,2.0,27.0,-2.0,2016-01-27,41.4,306.67,10.02,30.61
2016.0,2.0,28.0,-1.5,2016-01-28,41.1,300.0,10.1,29.7
2016.0,2.0,29.0,-2.3,2016-01-29,41.7,310.67,9.93,31.29
2016.0,3.0,1.0,-1.3,2016-01-01,40.9,297.33,10.16,29.26
2016.0,3.0,2.0,-1.0,2016-01-02,40.7,293.33,10.22,28.7
2016.0,3.0,3.0,1.2,2016-01-03,38.9,264.0,10.8,24.44
2016.0,3.0,4.0,1.4,2016-01-04,38.7,261.33,10.87,24.04
2016.0,3.0,5.0,0.5,2016-01-05,39.5,273.33,10.6,25.79
2016.0,3.0,6.0,0.5,2016-01-06,39.5,273.33,10.6,25.79
2016.0,3.0,7.0,1.3,2016-01-07,38.8,262.67,10.83,24.25
2016.0,3.0,8.0,2.4,2016-01-08,37.8,248.0,11.19,22.16
2016.0,3.0,9.0,2.0,2016-01-09,38.2,253.33,11.04,22.95
2016.0,3.0,10.0,1.0,2016-01-10,39.1,266.67,10.73,24.85
2016.0,3.0,11.0,1.6,2016-01-11,38.5,258.67,10.94,23.64
2016.0,3.0,12.0,0.6,2016-01-12,39.4,272.0,10.63,25.59
2016.0,3.0,13.0,1.8,2016-01-13,38.3,256.0,11.01,23.25
2016.0,3.0,14.0,5.5,2016-01-14,35.0,206.67,12.33,16.76
2016.0,3.0,15.0,5.4,2016-01-15,35.1,208.0,12.28,16.94
2016.0,3.0,16.0,5.2,2016-01-16,35.3,210.67,12.19,17.28
2016.0,3.0,17.0,5.9,2016-01-17,34.6,201.33,12.51,16.09
2016.0,3.0,18.0,1.2,2016-01-18,38.9,264.0,10.8,24.44
2016.0,3.0,19.0,0.1,2016-01-19,39.9,278.67,10.47,26.62
2016.0,3.0,20.0,0.5,2016-01-20,39.5,273.33,10.6,25.79
2016.0,3.0,21.0,1.5,2016-01-21,38.6,260.0,10.9,23.85
2016.0,3.0,22.0,0.5,2016-01-22,39.5,273.33,10.6,25.79
2016.0,3.0,23.0,1.4,2016-01-23,38.7,261.33,10.87,24.04
2016.0,3.0,24.0,2.2,2016-01-24,38.0,250.67,11.11,22.56
2016.0,3.0,25.0,4.1,2016-01-25,36.3,225.33,11.77,19.14
2016.0,3.0,26.0,6.6,2016-01-26,34.0,192.0,12.8,15.0
2016.0,3.0,27.0,6.6,2016-01-27,34.0,192.0,12.8,15.0
2016.0,3.0,28.0,6.9,2016-01-28,33.7,188.0,12.95,14.52
2016.0,3.0,29.0,6.2,2016-01-29,34.4,197.33,12.6,15.66
2016.0,3.0,30.0,5.5,2016-01-30,35.0,206.67,12.33,16.76
2016.0,3.0,31.0,4.3,2016-01-31,36.1,222.67,11.85,18.79
2016.0,4.0,1.0,4.4,2016-01-01,36.0,221.33,11.89,18.61
2016.0,4.0,2.0,4.3,2016-01-02,36.1,222.67,11.85,18.79
2016.0,4.0,3.0,7.4,2016-01-03,33.3,181.33,13.15,13.79
2016.0,4.0,4.0,5.8,2016-01-04,34.7,202.67,12.46,16.27
2016.0,4.0,5.0,7.4,2016-01-05,33.3,181.33,13.15,13.79
2016.0,4.0,6.0,6.2,2016-01-06,34.4,197.33,12.6,15.66
2016.0,4.0,7.0,5.7,2016-01-07,34.8,204.0,12.42,16.43
2016.0,4.0,8.0,5.8,2016-01-08,34.7,202.67,12.46,16.27
2016.0,4.0,9.0,4.9,2016-01-09,35.5,214.67,12.1,17.74
2016.0,4.0,10.0,5.4,2016-01-10,35.1,208.0,12.28,16.94
2016.0,4.0,11.0,6.9,2016-01-11,33.7,188.0,12.95,14.52
2016.0,4.0,12.0,8.0,2016-01-12,32.7,173.33,13.47,12.87
2016.0,4.0,13.0,6.3,2016-01-13,34.3,196.0,12.65,15.49
2016.0,4.0,14.0,3.8,2016-01-14,36.5,229.33,11.68,19.63
2016.0,4.0,15.0,7.1,2016-01-15,33.6,185.33,13.0,14.26
2016.0,4.0,16.0,6.8,2016-01-16,33.8,189.33,12.9,14.68
2016.0,4.0,17.0,6.6,2016-01-17,34.0,192.0,12.8,15.0
2016.0,4.0,18.0,7.7,2016-01-18,33.0,177.33,13.31,13.32
2016.0,4.0,19.0,6.0,2016-01-19,34.5,200.0,12.56,15.92
2016.0,4.0,20.0,6.2,2016-01-20,34.4,197.33,12.6,15.66
2016.0,4.0,21.0,5.9,2016-01-21,34.6,201.33,12.51,16.09
2016.0,4.0,22.0,4.8,2016-01-22,35.6,216.0,12.06,17.91
2016.0,4.0,23.0,2.8,2016-01-23,37.4,242.67,11.33,21.42
2016.0,4.0,24.0,2.2,2016-01-24,38.0,250.67,11.11,22.56
2016.0,4.0,25.0,2.0,2016-01-25,38.2,253.33,11.04,22.95
2016.0,4.0,26.0,3.9,2016-01-26,36.4,228.0,11.73,19.44
2016.0,4.0,27.0,3.5,2016-01-27,36.8,233.33,11.57,20.17
2016.0,4.0,28.0,5.0,2016-01-28,35.4,213.33,12.15,17.56
2016.0,4.0,29.0,7.2,2016-01-29,33.5,184.0,13.05,14.1
2016.0,4.0,30.0,7.9,2016-01-30,32.8,174.67,13.42,13.02
2016.0,5.0,1.0,9.4,2016-01-01,31.5,154.67,14.17,10.92
2016.0,5.0,2.0,10.9,2016-01-02,30.1,134.67,15.09,8.92
2016.0,5.0,3.0,12.8,2016-01-03,28.4,109.33,16.39,6.67
2016.0,5.0,4.0,13.7,2016-01-04,27.6,97.33,17.09,5.7
2016.0,5.0,5.0,13.7,2016-01-05,27.6,97.33,17.09,5.7
2016.0,5.0,6.0,14.1,2016-01-06,27.2,92.0,17.46,5.27
2016.0,5.0,7.0,15.9,2016-01-07,25.6,68.0,19.15,3.55
2016.0,5.0,8.0,17.2,2016-01-08,24.4,50.67,20.66,2.45
2016.0,5.0,9.0,18.4,2016-01-09,23.3,34.67,22.29,1.56
2016.0,5.0,10.0,15.7,2016-01-10,25.8,70.67,18.92,3.74
2016.0,5.0,11.0,10.2,2016-01-11,30.8,144.0,14.61,9.86
2016.0,5.0,12.0,10.7,2016-01-12,30.3,137.33,14.95,9.19
2016.0,5.0,13.0,7.5,2016-01-13,33.2,180.0,13.2,13.64
2016.0,5.0,14.0,6.4,2016-01-14,34.2,194.67,12.7,15.33
2016.0,5.0,15.0,8.2,2016-01-15,32.6,170.67,13.53,12.61
2016.0,5.0,16.0,6.9,2016-01-16,33.7,188.0,12.95,14.52
2016.0,5.0,17.0,9.7,2016-01-17,31.2,150.67,14.36,10.49
2016.0,5.0,18.0,12.1,2016-01-18,29.0,118.67,15.9,7.46
2016.0,5.0,19.0,13.8,2016-01-19,27.5,96.0,17.18,5.59
2016.0,5.0,20.0,14.8,2016-01-20,26.6,82.67,18.06,4.58
2016.0,5.0,21.0,13.0,2016-01-21,28.2,106.67,16.56,6.44
2016.0,5.0,22.0,15.7,2016-01-22,25.8,70.67,18.92,3.74
2016.0,5.0,23.0,18.7,2016-01-23,23.1,30.67,22.61,1.36
2016.0,5.0,24.0,14.2,2016-01-24,27.1,90.67,17.56,5.16
2016.0,5.0,25.0,9.6,2016-01-25,31.3,152.0,14.29,10.64
2016.0,5.0,26.0,8.2,2016-01-26,32.6,170.67,13.53,12.61
2016.0,5.0,27.0,9.7,2016-01-27,31.2,150.67,14.36,10.49
2016.0,5.0,28.0,12.9,2016-01-28,28.3,108.0,16.47,6.56
2016.0,5.0,29.0,13.2,2016-01-29,28.0,104.0,16.73,6.22
2016.0,5.0,30.0,15.5,2016-01-30,26.0,73.33,18.7,3.92
2016.0,5.0,31.0,18.4,2016-01-31,23.3,34.67,22.29,1.56
2016.0,6.0,1.0,19.8,2016-01-01,22.1,16.0,24.4,0.66
2016.0,6.0,2.0,20.2,2016-01-02,21.7,10.67,25.2,0.42
2016.0,6.0,3.0,19.8,2016-01-03,22.1,16.0,24.4,0.66
2016.0,6.0,4.0,12.8,2016-01-04,28.4,109.33,16.39,6.67
2016.0,6.0,5.0,10.8,2016-01-05,30.2,136.0,15.02,9.05
2016.0,6.0,6.0,12.6,2016-01-06,28.6,112.0,16.22,6.91
2016.0,6.0,7.0,19.1,2016-01-07,22.7,25.33,23.3,1.09
2016.0,6.0,8.0,13.4,2016-01-08,27.9,101.33,16.82,6.02
2016.0,6.0,9.0,11.1,2016-01-09,29.9,132.0,15.23,8.67
2016.0,6.0,10.0,8.9,2016-01-10,31.9,161.33,13.93,11.58
2016.0,6.0,11.0,10.1,2016-01-11,30.8,145.33,14.61,9.95
2016.0,6.0,12.0,12.1,2016-01-12,29.0,118.67,15.9,7.46
2016.0,6.0,13.0,15.6,2016-01-13,25.9,72.0,18.81,3.83
2016.0,6.0,14.0,16.7,2016-01-14,24.9,57.33,20.0,2.87
2016.0,6.0,15.0,16.9,2016-01-15,24.7,54.67,20.26,2.7
2016.0,6.0,16.0,13.1,2016-01-16,28.1,105.33,16.64,6.33
2016.0,6.0,17.0,14.2,2016-01-17,27.1,90.67,17.56,5.16
2016.0,6.0,18.0,12.8,2016-01-18,28.4,109.33,16.39,6.67
2016.0,6.0,19.0,15.7,2016-01-19,25.8,70.67,18.92,3.74
2016.0,6.0,20.0,16.2,2016-01-20,25.3,64.0,19.51,3.28
2016.0,6.0,21.0,16.6,2016-01-21,25.0,58.67,19.88,2.95
2016.0,6.0,22.0,19.4,2016-01-22,22.4,21.33,23.83,0.9
2016.0,6.0,23.0,19.9,2016-01-23,22.0,14.67,24.6,0.6
2016.0,6.0,24.0,17.5,2016-01-24,24.2,46.67,20.94,2.23
2016.0,6.0,25.0,21.8,2016-01-25,0.0,0.0,0.0,0.0
2016.0,6.0,26.0,18.5,2016-01-26,23.3,33.33,22.29,1.5
2016.0,6.0,27.0,18.0,2016-01-27,23.7,40.0,21.67,1.85
2016.0,6.0,28.0,17.9,2016-01-28,23.8,41.33,21.52,1.92
2016.0,6.0,29.0,17.8,2016-01-29,23.9,42.67,21.37,2.0
2016.0,6.0,30.0,18.5,2016-01-30,23.3,33.33,22.29,1.5
2016.0,7.0,1.0,18.2,2016-01-01,23.5,37.33,21.97,1.7
2016.0,7.0,2.0,17.6,2016-01-02,24.1,45.33,21.08,2.15
2016.0,7.0,3.0,15.5,2016-01-03,26.0,73.33,18.7,3.92
2016.0,7.0,4.0,14.5,2016-01-04,26.9,86.67,17.75,4.88
2016.0,7.0,5.0,15.2,2016-01-05,26.2,77.33,18.48,4.18
2016.0,7.0,6.0,17.0,2016-01-06,24.6,53.33,20.39,2.62
2016.0,7.0,7.0,16.7,2016-01-07,24.9,57.33,20.0,2.87
2016.0,7.0,8.0,17.7,2016-01-08,24.0,44.0,21.22,2.07
2016.0,7.0,9.0,16.6,2016-01-09,25.0,58.67,19.88,2.95
2016.0,7.0,10.0,17.6,2016-01-10,24.1,45.33,21.08,2.15
2016.0,7.0,11.0,18.0,2016-01-11,23.7,40.0,21.67,1.85
2016.0,7.0,12.0,17.1,2016-01-12,24.5,52.0,20.53,2.53
2016.0,7.0,13.0,17.0,2016-01-13,24.6,53.33,20.39,2.62
2016.0,7.0,14.0,17.6,2016-01-14,24.1,45.33,21.08,2.15
2016.0,7.0,15.0,16.3,2016-01-15,25.2,62.67,19.63,3.19
